last,first,state,congress,icpsr,majority,afam,latino,votepct,chair,subchr,seniority,state_leg,state_leg_prof,maj_leader,min_leader,votepct_sq,les,south_dem,minwomen,meddist,majwomen,house_service,house_les,amles,power,up_for_reelection,freshman,retiree,altamles,sensq,thomas_name,st_name,cd,house,senate,fullamles
,,,93,10607,0,0,0,74,0,0,6,0,0,0,0,5476,0.26358885,0,0,0.086000003,0,,,,1,,0,,,36,"McDade, Joseph",PA,10,1,0,
,,,93,3853,0,0,0,56,0,0,13,0,0,0,0,3136,0.65767956,0,0,1.6800001,0,,,,0,,0,,,169,"Gross, H.",IA,3,1,0,
,,,93,10594,1,0,0,67,0,1,6,1,0.52600002,0,0,4489,0.12532876,0,0,0.296,0,,,,0,,0,,,36,"Hanna, Richard",CA,34,1,0,
,,,93,3034,1,0,0,81,0,1,14,0,0,0,0,6561,1.9296324,1,0,0.24299999,0,,,,1,,0,,,196,"Evins, Joe",TN,4,1,0,
,,,93,14049,1,0,0,61,0,0,1,1,0.52600002,0,0,3721,0.016538909,0,0,0.287,0,,,,0,,1,,,1,"Ryan, Leo",CA,11,1,0,
McIntyre,Thomas,NH,93,10810,1,0,0,57,0,1,6,0,0,0,0,3249,0.43404919,0,0,0.186,0,0,0,,1,0,0,0,,36,,,,0,1,
,,,93,1763,1,0,0,56,0,1,10,0,0,0,0,3136,0.71111017,0,0,0.255,0,,,,0,,0,,,100,"Clark, Frank",PA,25,1,0,
,,,93,10527,1,0,0,79,0,1,7,0,0,0,0,6241,1.2410293,1,0,0.025999999,0,,,,0,,0,,,49,"Henderson, David",NC,3,1,0,
,,,93,3321,1,0,0,72,0,1,11,1,0.19,0,0,5184,0.24934998,1,0,0.061999999,0,,,,0,,0,,,121,"Fountain, L.",NC,2,1,0,
,,,93,11002,0,0,0,76,0,0,4,0,0,0,0,5776,0.33302712,0,0,0.45299998,0,,,,0,,0,,,16,"Blackburn, Ben",GA,4,1,0,
,,,93,10592,0,0,0,66,0,0,6,1,0.40700001,0,0,4356,0.1283057,0,0,0.32999998,0,,,,0,,0,,,36,"Grover, James",NY,2,1,0,
Cotton,Norris,NH,93,2087,0,0,0,59,0,0,10,1,0.061999999,0,1,3481,0.25558075,0,0,0.56300002,0,0,0,,1,1,0,0,,100,,,,0,1,
Stafford,Robert,VT,93,10562,0,0,0,64,0,0,2,0,0,0,0,4096,0.15978095,0,0,0.152,0,0,0,,0,0,0,0,,4,,,,0,1,
,,,93,10706,0,0,0,60,0,0,5,0,0,0,0,3600,0.031010453,0,0,0.17500001,0,,,,0,,0,,,25,"Buchanan, John",AL,6,1,0,
,,,93,10626,0,0,0,74,0,0,4,0,0,0,0,5476,0.12610917,0,0,0.32299998,0,,,,0,,0,,,16,"Snyder, M.",KY,4,1,0,
,,,93,2476,1,0,0,93,0,0,13,0,0,0,0,8649,0.099233449,0,0,0.233,0,,,,1,,0,,,169,"Delaney, James",NY,9,1,0,
,,,93,7043,1,0,0,51,0,1,8,0,0,0,0,2601,1.1523371,0,0,0.36400002,0,,,,0,,0,,,64,"O'Hara, James",MI,12,1,0,
,,,93,11027,1,0,0,59,0,0,4,0,0,0,0,3481,0.27392566,0,0,0.303,0,,,,0,,0,,,16,"Kyros, Peter",ME,1,1,0,
,,,93,12038,1,0,0,70,0,0,3,0,0,0,0,4900,1.0139161,1,0,0.10399999,0,,,,0,,0,,,9,"Jones, Ed",TN,7,1,0,
,,,93,10577,1,0,0,82,0,1,5,1,0.52600002,0,0,6724,2.332562,0,0,0.611,0,,,,0,,0,,,25,"Burton, Phillip",CA,5,1,0,
,,,93,13041,0,0,0,54,0,0,2,0,0,0,0,2916,1.1544968,0,0,0.25299999,0,,,,0,,0,,,4,"Shoup, Dick",MT,1,1,0,
,,,93,2752,1,0,0,72,1,1,8,0,0,0,0,5184,3.8536298,0,0,0.146,0,,,,0,,0,,,64,"Dulski, Thaddeus",NY,37,1,0,
Dominick,Peter,CO,93,10514,0,0,0,59,0,0,6,1,0.28400001,0,0,3481,0.70304185,0,0,0.461,0,0,0,,1,1,0,0,,36,,,,0,1,
,,,93,12000,1,0,0,100,0,1,3,0,0,0,0,10000,1.8750505,1,0,0.23399998,0,,,,0,,0,,,9,"Alexander, Bill",AR,1,1,0,
,,,93,10559,0,0,0,73,0,0,7,1,0.169,0,0,5329,0.16125436,0,0,0.215,0,,,,1,,0,,,49,"Shriver, Garner",KS,4,1,0,
,,,93,13031,1,1,0,80,0,0,2,0,0,0,0,6400,0.091997676,0,0,0.67699999,0,,,,0,,0,,,4,"Mitchell, Parren",MD,7,1,0,
,,,93,10075,1,0,0,100,0,1,17,1,0.185,0,0,10000,2.5831773,1,0,0.1,0,,,,1,,0,,,289,"Whitten, Jamie",MS,1,1,0,
,,,93,10606,0,0,0,61,0,0,6,1,0.34400001,0,0,3721,0.080627181,0,0,0.271,0,,,,0,,0,,,36,"McClory, Robert",IL,13,1,0,
,,,93,14021,0,0,0,59,0,0,1,0,0,0,0,3481,0.22181554,0,1,0.412,0,,,,0,,1,,,1,"Holt, Marjorie",MD,4,1,0,
,,,93,11023,1,0,0,100,0,0,4,1,0.191,0,0,10000,0.042380951,1,0,0.147,0,,,,0,,0,,,16,"Kazen, Abraham",TX,23,1,0,
,,,93,11045,0,0,0,69,0,0,4,0,0,0,0,4761,0.87259722,0,0,0.19500001,0,,,,0,,0,,,16,"Ruppe, Philip",MI,11,1,0,
,,,93,11004,1,0,0,64,0,0,4,0,0,0,0,4096,0.58525431,0,0,0.39300001,0,,,,0,,0,,,16,"Brasco, Frank",NY,11,1,0,
,,,93,14066,0,0,0,,0,0,1,1,0.31999999,0,0,,1.1798205,0,0,0.193,0,,,,0,,1,,,1,"Young, Don",AK,1,1,0,
,,,93,1941,0,0,0,61,0,0,9,0,0,0,0,3721,0.2666899,0,0,0.412,0,,,,1,,0,,,81,"Collier, Harold",IL,6,1,0,
Ribicoff,Abraham,CT,93,7847,1,0,0,54,0,1,6,1,0.2,0,0,2916,0.39249593,0,0,0.212,0,0,0,,1,1,0,0,,36,,,,0,1,
,,,93,10596,0,0,0,72,0,0,6,0,0,0,0,5184,0.62634832,0,0,0.025,0,,,,0,,0,,,36,"Horton, Frank",NY,34,1,0,
,,,93,8268,0,0,0,72,0,0,7,0,0,0,0,5184,0.67760634,0,0,0.50800002,0,,,,1,,0,,,49,"Schneebeli, Herman",PA,17,1,0,
,,,93,12010,0,0,0,67,0,0,3,1,0.345,0,0,4489,0.10646922,0,0,0.21000001,0,,,,1,,0,,,9,"Coughlin, Lawrence",PA,13,1,0,
,,,93,12014,1,0,0,85,0,0,3,0,0,0,0,7225,0.046515681,1,0,0.044,0,,,,0,,0,,,9,"Flowers, Walter",AL,7,1,0,
,,,93,12026,0,0,0,65,0,0,3,0,0,0,0,4225,0.10440186,0,0,0.31900001,0,,,,0,,0,,,9,"Mizell, Wilmer",NC,5,1,0,
,,,93,14017,1,0,0,56,0,0,1,0,0,0,0,3136,0.24394889,1,0,0.046999998,0,,,,0,,1,,,1,"Gunter, Bill",FL,5,1,0,
,,,93,14013,0,0,0,47,0,0,1,0,0,0,0,2209,0.022740999,0,0,0.324,0,,,,0,,1,,,1,"Daniel, Robert",VA,4,1,0,
,,,93,8507,1,0,0,100,0,1,17,1,0.22400001,0,0,10000,3.5161455,1,0,0.006,0,,,,1,,0,,,289,"Sikes, Robert",FL,1,1,0,
,,,93,8564,1,0,0,64,0,0,8,0,0,0,0,4096,0.17426617,0,0,0.18699999,0,,,,1,,0,,,64,"Slack, John",WV,3,1,0,
,,,93,10502,0,0,0,57,0,0,7,1,0.35499999,0,0,3249,0.17159118,0,0,0.648,0,,,,0,,0,,,49,"Ashbrook, John",OH,17,1,0,
,,,93,13011,1,1,0,56,0,1,2,0,0,0,0,3136,0.81812823,0,0,0.64399999,0,,,,0,,0,,,4,"Dellums, Ronald",CA,7,1,0,
Eagleton,Thomas,MO,93,12104,1,0,0,51,1,1,3,0,0,0,0,2601,1.6862415,0,0,0.23799999,0,0,0,,1,1,0,0,,9,,,,0,1,
,,,93,13023,1,0,0,100,0,0,2,0,0,0,0,10000,0.27909407,1,0,0.074000001,0,,,,0,,0,,,4,"Mathis, Dawson",GA,2,1,0,
,,,93,6240,1,0,0,100,0,1,9,1,0.52600002,1,0,10000,2.6144745,0,0,0.39500001,0,,,,1,,0,,,81,"McFall, John",CA,15,1,0,
,,,93,2009,0,0,0,100,0,0,8,1,0.38600001,0,0,10000,1.456035,0,0,0.001999999,0,,,,1,,0,,,64,"Conte, Silvio",MA,1,1,0,
,,,93,14016,1,0,0,100,0,0,1,0,0,0,0,10000,0.60414827,1,0,0.079000004,0,,,,0,,1,,,1,"Ginn, Bo",GA,1,1,0,
Gravel,Mike,AK,93,12105,1,0,0,45,0,1,3,1,0.31999999,0,0,2025,0.48762736,0,0,0.16199999,0,0,0,,1,1,0,0,,9,,,,0,1,
,,,93,12044,1,0,0,64,0,1,2,1,0.35499999,0,0,4096,1.7824864,0,0,0.40000001,0,,,,0,,0,,,4,"Carney, Charles",OH,19,1,0,
,,,93,12020,0,0,0,55,0,0,3,1,0.14300001,0,0,3025,0.16538908,0,0,0.85899997,0,,,,0,,0,,,9,"Landgrebe, Earl",IN,2,1,0,
,,,93,10520,1,0,1,97,0,0,7,1,0.191,0,0,9409,2.0855336,1,0,0.48100001,0,,,,0,,0,,,49,"Gonzalez, Henry",TX,20,1,0,
,,,93,14067,1,0,0,,0,0,1,0,0,0,0,,0.13808732,1,0,0.23999999,1,,,,0,,1,,,1,"Boggs, Corinne",LA,2,1,0,
,,,93,8474,1,0,0,57,0,0,8,0,0,0,0,3249,0.1188734,0,0,0.20299999,0,,,,1,,0,,,64,"Shipley, George",IL,22,1,0,
Hartke,Vance,IN,93,4154,1,0,0,50,1,1,8,0,0,0,0,2500,2.9488537,0,0,0.31100002,0,0,0,,1,0,0,0,,64,,,,0,1,
,,,93,10508,1,0,0,52,0,0,7,0,0,0,0,2704,1.2454609,0,0,0.345,0,,,,1,,0,,,49,"Carey, Hugh",NY,15,1,0,
,,,93,11011,0,0,0,63,0,0,4,1,0.233,0,0,3969,0.20847318,0,0,0.292,0,,,,0,,0,,,16,"Dellenback, John",OR,4,1,0,
Javits,Jacob,NY,93,4898,0,0,0,50,0,0,9,0,0,0,0,2500,1.4764161,0,0,0.054999996,0,0,0,,1,1,0,0,,81,,,,0,1,
,,,93,10500,1,0,0,75,0,1,7,0,0,0,0,5625,0.15505226,0,0,0.35300002,0,,,,1,,0,,,49,"Addabbo, Joseph",NY,7,1,0,
,,,93,10091,0,0,0,58,0,0,12,1,0.175,0,0,3364,0.1188734,0,0,0.127,0,,,,0,,0,,,144,"Widnall, William",NJ,7,1,0,
,,,93,13039,1,0,0,70,0,0,2,1,0.252,0,0,4900,0.010336817,0,0,0.35800001,0,,,,0,,0,,,4,"Sarbanes, Paul",MD,3,1,0,
,,,93,13010,1,0,0,63,0,0,2,1,0.52600002,0,0,3969,1.6056744,0,0,0.37,0,,,,0,,0,,,4,"Danielson, George",CA,29,1,0,
Proxmire,William,WI,93,7638,1,0,0,71,0,1,9,1,0.249,0,0,5041,0.7178759,0,0,0.368,0,0,0,,1,0,0,0,,81,,,,0,1,
,,,93,13019,0,0,0,70,0,0,2,0,0,0,0,4900,0.18606272,0,0,0.292,0,,,,0,,0,,,4,"Keating, William",OH,1,1,0,
,,,93,1265,1,0,0,100,0,0,8,0,0,0,0,10000,0.78916454,0,0,0.34299999,0,,,,1,,0,,,64,"Burke, James",MA,11,1,0,
Tower,John,TX,93,10823,0,0,0,54,0,0,7,0,0,0,1,2916,0.39229131,0,0,0.551,0,0,0,,1,0,0,0,,49,,,,0,1,
,,,93,10564,0,0,0,55,0,0,7,1,0.249,0,0,3025,0.38889703,0,0,0.22600001,0,,,,0,,0,,,49,"Thomson, Vernon",WI,3,1,0,
Hughes,Harold,IA,93,12106,1,0,0,50,0,1,3,0,0,0,0,2500,0.39432767,0,0,0.43400002,0,0,0,,1,1,0,1,,9,,,,0,1,
,,,93,13005,0,0,0,55,0,0,2,1,0.149,0,0,3025,0.81884581,0,0,0.38599998,0,,,,0,,0,,,4,"Baker, LaMar",TN,3,1,0,
,,,93,12030,1,1,0,81,0,0,3,0,0,0,0,6561,0.084761903,0,0,0.588,0,,,,1,,0,,,9,"Stokes, Louis",OH,21,1,0,
Young,Milton,ND,93,10450,0,0,0,65,0,0,15,1,0.077,0,0,4225,0.11867228,0,0,0.273,0,0,0,,1,1,0,0,,225,,,,0,1,
,,,93,13037,1,0,0,61,0,0,2,0,0,0,0,3721,0.88198853,0,0,0.16499999,0,,,,0,,0,,,4,"Roy, William",KS,2,1,0,
,,,93,6532,1,0,0,100,1,0,18,0,0,0,0,10000,8.7685423,1,0,0.14,0,,,,1,,0,,,324,"Mills, Wilbur",AR,2,1,0,
,,,93,93033,0,0,0,50,0,0,2,0,0,0,0,2500,0.44758421,0,0,0.023,0,,,,0,,0,,,4,"Peyser, Peter",NY,23,1,0,
,,,93,11060,0,0,0,51,0,1,4,1,0.211,0,0,2601,0.28426248,0,0,0.213,0,,,,0,,0,,,16,"Zwach, John",MN,6,1,0,
,,,93,10749,0,0,0,66,0,0,5,1,0.40700001,0,0,4356,0.031010453,0,0,0.271,0,,,,1,,0,,,25,"McEwen, Robert",NY,30,1,0,
Schweiker,Richard,PA,93,10557,0,0,0,52,0,0,3,0,0,0,0,2704,0.53417891,0,0,0.113,0,0,0,,1,1,0,0,,9,,,,0,1,
,,,93,11052,1,0,0,62,0,1,4,0,0,0,0,3844,1.4769427,1,0,0.001999998,0,,,,0,,0,,,16,"Stuckey, W.",GA,8,1,0,
,,,93,10553,0,0,0,70,0,0,2,0,0,0,0,4900,0.27100623,0,0,0.63699996,0,,,,0,,0,,,4,"Rousselot, John",CA,24,1,0,
,,,93,3242,1,0,0,100,0,0,10,1,0.142,0,0,10000,0.62944937,1,0,0.167,0,,,,1,,0,,,100,"Flynt, John",GA,6,1,0,
,,,93,835,1,0,0,63,0,0,13,0,0,0,0,3969,0,0,0,0.44400001,0,,,,1,,0,,,169,"Bolling, Richard",MO,5,1,0,
,,,93,11006,0,0,0,59,0,0,4,1,0.463,0,0,3481,0.089930311,0,0,0.30699998,0,,,,0,,0,,,16,"Brown, Gary",MI,3,1,0,
,,,93,2605,1,0,0,68,0,1,10,0,0,0,0,4624,1.8992089,0,0,0.40000001,0,,,,0,,0,,,100,"Dingell, John",MI,16,1,0,
,,,93,14019,0,0,0,62,0,0,1,0,0,0,0,3844,0.09819977,0,0,0.31799999,0,,,,0,,1,,,1,"Hanrahan, Robert",IL,3,1,0,
,,,93,14028,0,0,0,53,0,0,1,1,0.52600002,0,0,2809,0.15401858,0,0,0.40099999,0,,,,0,,1,,,1,"Ketchum, William",CA,36,1,0,
,,,93,1077,1,0,0,66,0,1,11,1,0.191,0,0,4356,2.5865948,1,0,0.30700001,0,,,,0,,0,,,121,"Brooks, Jack",TX,9,1,0,
,,,93,11014,1,0,0,56,0,1,4,1,0.345,0,0,3136,0.31423926,0,0,0.37800002,0,,,,0,,0,,,16,"Eilberg, Joshua",PA,4,1,0,
,,,93,11005,1,0,0,100,0,0,4,1,0.142,0,0,10000,0.21707317,1,0,0.033999998,0,,,,0,,0,,,16,"Brinkley, Jack",GA,3,1,0,
,,,93,4957,1,0,0,68,0,1,8,1,0.52600002,0,0,4624,4.4334064,0,0,0.366,0,,,,0,,0,,,64,"Johnson, Harold",CA,2,1,0,
,,,93,13052,0,0,0,65,0,0,1,1,0.13,0,0,4225,0.046515681,0,0,0.31799999,0,,,,0,,1,,,1,"Mallary, Richard",VT,1,1,0,
,,,93,10528,1,0,0,62,0,0,7,1,0.266,0,0,3844,0.98550123,0,0,0.155,0,,,,0,,0,,,49,"Ichord, Richard",MO,8,1,0,
,,,93,11020,0,0,0,77,0,0,4,0,0,0,0,5929,1.1338232,0,0,0.25799999,0,,,,0,,0,,,16,"Hammerschmidt, John",AR,3,1,0,
,,,93,14071,0,0,0,,0,0,1,1,0.52600002,0,0,,0.037212543,0,0,0.35699999,0,,,,0,,1,,,1,"Lagomarsino, Robert",CA,13,1,0,
,,,93,13007,1,0,0,59,0,0,2,0,0,0,0,3481,0.12507549,0,0,0.31200001,0,,,,0,,0,,,4,"Bergland, Bob",MN,7,1,0,
,,,93,14064,0,0,0,52,0,0,1,1,0.34400001,0,0,2704,0.52782351,0,0,0.27599999,0,,,,0,,1,,,1,"Young, Samuel",IL,10,1,0,
,,,93,11042,1,0,0,61,0,1,4,0,0,0,0,3721,0.83999538,1,0,0.53399998,0,,,,0,,0,,,16,"Rarick, John",LA,6,1,0,
,,,93,14061,0,0,0,71,0,0,1,0,0,0,0,5041,0.16642277,0,0,0.107,0,,,,0,,1,,,1,"Walsh, William",NY,33,1,0,
,,,93,10534,0,0,0,70,0,0,7,0,0,0,0,4900,0.041347269,0,0,0.417,0,,,,1,,0,,,49,"Martin, David",NE,3,1,0,
Tunney,John,CA,93,10777,1,0,0,54,0,1,2,0,0,0,0,2916,0.96323586,0,0,0.16700001,0,0,0,,0,0,0,0,,4,,,,0,1,
,,,93,10586,1,0,0,63,0,0,6,1,0.149,0,0,3969,1.7849798,1,0,0.27200001,0,,,,1,,0,,,36,"Fulton, Richard",TN,5,1,0,
,,,93,7717,1,0,0,57,0,1,8,0,0,0,0,3249,0.26358885,0,0,0.050999999,0,,,,0,,0,,,64,"Randall, William",MO,4,1,0,
,,,93,11064,1,0,0,65,0,0,3,1,0.40700001,0,0,4225,0.29149824,0,0,0.45200002,0,,,,0,,0,,,9,"Podell, Bertram",NY,13,1,0,
,,,93,14041,0,0,0,56,0,0,1,1,0.34400001,0,0,3136,0.20777003,0,0,0.25099999,0,,,,0,,1,,,1,"O'Brien, George",IL,17,1,0,
Brooke,Edward,MA,93,11201,0,1,0,35,0,0,4,0,0,0,0,1225,0.16018787,0,0,0.046999995,0,0,0,,1,0,0,0,,16,,,,0,1,
,,,93,7845,0,0,0,57,0,0,11,0,0,0,1,3249,0.68526816,0,0,0.264,0,,,,1,,0,,,121,"Rhodes, John",AZ,1,1,0,
,,,93,14022,1,0,0,66,0,0,1,0,0,0,0,4356,0.19355176,0,0,0.50400001,1,,,,0,,1,,,1,"Holtzman, Elizabeth",NY,16,1,0,
,,,93,14006,1,0,0,52,0,0,1,1,0.078000002,0,0,2704,0.48370022,1,0,0.153,0,,,,0,,1,,,1,"Breckinridge, John",KY,6,1,0,
,,,93,13008,1,0,0,65,0,0,2,1,0.252,0,0,4225,0.12404181,0,0,0.067000002,0,,,,0,,0,,,4,"Byron, Goodloe",MD,6,1,0,
,,,93,5873,1,0,0,68,0,1,10,0,0,0,0,4624,4.3184648,0,0,0.30500001,0,,,,0,,0,,,100,"Macdonald, Torbert",MA,7,1,0,
,,,93,2660,1,0,0,100,0,1,14,0,0,0,0,10000,1.4203728,0,0,0.31,0,,,,0,,0,,,196,"Donohue, Harold",MA,3,1,0,
Cook,Marlow,KY,93,12102,0,0,0,51,0,0,3,1,0.078000002,0,0,2601,0.88118207,0,0,0.26299998,0,0,0,,0,1,0,0,,9,,,,0,1,
Bennett,Wallace,UT,93,645,0,0,0,54,0,0,12,0,0,0,1,2916,0.17695822,0,0,0.63,0,0,0,,1,1,0,0,,144,,,,0,1,
,,,93,13024,1,0,0,62,0,1,2,1,0.078000002,0,0,3844,0.063054584,1,0,0.109,0,,,,0,,0,,,4,"Mazzoli, Romano",KY,3,1,0,
,,,93,11046,0,0,0,66,0,0,4,1,0.175,0,0,4356,0.15401858,0,0,0.20300001,0,,,,0,,0,,,16,"Sandman, Charles",NJ,2,1,0,
Williams,Harrison,NJ,93,10147,1,0,0,55,1,1,8,0,0,0,0,3025,2.5421515,0,0,0.22899999,0,0,0,,0,0,0,0,,64,,,,0,1,
,,,93,10739,1,0,0,53,0,1,5,0,0,0,0,2809,2.2064745,0,0,0.373,0,,,,0,,0,,,25,"Howard, James",NJ,3,1,0,
,,,93,14012,0,0,0,45,0,0,1,0,0,0,0,2025,0.84402913,0,0,0.032000002,0,,,,0,,1,,,1,"Cronin, Paul",MA,5,1,0,
,,,93,11016,0,0,0,73,0,0,4,1,0.345,0,0,5329,0.041347269,0,0,0.30199999,0,,,,0,,0,,,16,"Eshleman, Edwin",PA,16,1,0,
,,,93,9240,0,0,0,74,0,0,10,0,0,0,0,5476,0.26445481,0,0,0.294,0,,,,0,,0,,,100,"Teague, Charles",CA,13,1,0,
,,,93,12022,0,0,1,56,0,0,3,0,0,0,0,3136,1.0787131,0,0,0.285,0,,,,0,,0,,,9,"Lujan, Manuel",NM,1,1,0,
,,,93,14008,1,1,0,73,0,0,1,1,0.52600002,0,0,5329,0.12739614,0,0,0.54299998,1,,,,0,,1,,,1,"Burke, Yvonne",CA,37,1,0,
Haskell,Floyd,CO,93,14104,1,0,0,49,0,0,1,1,0.28400001,0,0,2401,0.50247031,0,0,0.29500002,0,0,0,,0,0,1,0,,1,,,,0,1,
,,,93,6936,1,1,0,70,0,1,8,0,0,0,0,4900,0.2666899,0,0,0.49400002,0,,,,0,,0,,,64,"Nix, Robert",PA,2,1,0,
,,,93,1087,0,0,0,70,0,0,9,1,0.463,0,0,4900,0.20983739,0,0,0.24900001,0,,,,0,,0,,,81,"Broomfield, William",MI,19,1,0,
Hollings,Ernest,SC,93,11204,1,0,0,62,0,1,4,1,0.28099999,0,0,3844,0.51785654,1,0,0.123,0,0,0,,1,1,0,0,,16,,,,0,1,
,,,93,6661,1,0,0,59,0,1,8,0,0,0,0,3481,2.1125574,0,0,0.35600001,0,,,,0,,0,,,64,"Moorhead, William",PA,14,1,0,
,,,93,10728,1,0,0,61,0,1,5,0,0,0,0,3721,0.015505226,1,0,0.033,0,,,,0,,0,,,25,"Gettys, Tom",SC,5,1,0,
,,,93,14029,1,0,0,62,0,0,1,0,0,0,0,3844,0.35145181,1,0,0.35700002,0,,,,0,,1,,,1,"Lehman, William",FL,13,1,0,
,,,93,11058,0,0,0,66,0,0,4,1,0.35499999,0,0,4356,0.087862954,0,0,0.266,0,,,,0,,0,,,16,"Wylie, Chalmers",OH,15,1,0,
,,,93,14054,0,0,0,56,0,0,1,0,0,0,0,3136,0.44138211,0,0,0.27199998,0,,,,0,,1,,,1,"Steelman, Alan",TX,5,1,0,
,,,93,3830,1,0,0,66,0,0,10,1,0.463,0,0,4356,3.4541245,0,0,0.23900001,1,,,,1,,0,,,100,"Griffiths, Martha",MI,17,1,0,
,,,93,12031,1,0,0,64,0,1,3,0,0,0,0,4096,0.23835444,0,0,0.264,0,,,,0,,0,,,9,"Symington, James",MO,2,1,0,
Mondale,Walter,MN,93,10813,1,0,0,57,0,1,5,0,0,0,0,3249,1.340453,0,0,0.29300001,0,0,0,,1,0,0,0,,16,,,,0,1,
,,,93,11067,1,0,0,62,0,0,3,1,0.345,0,0,3844,0.22327526,0,0,0.23999999,0,,,,0,,0,,,9,"Gaydos, Joseph",PA,20,1,0,
,,,93,10574,0,0,0,73,0,0,6,0,0,0,0,5329,0.18606272,0,0,0.308,0,,,,0,,0,,,36,"Broyhill, James",NC,10,1,0,
,,,93,6455,0,0,0,65,0,0,9,0,0,0,0,4225,0.33302712,0,0,0.398,0,,,,1,,0,,,81,"Michel, Robert",IL,18,1,0,
Huddleston,Walter,KY,93,14106,1,0,0,51,0,1,1,1,0.078000002,0,0,2601,0.014834035,1,0,0.168,0,0,0,,0,0,1,0,,1,,,,0,1,
,,,93,,0,0,0,,0,0,1,0,,0,0,,1.7773563,0,0,,0,,,,0,,1,,,1,"Won Pat, Antonio",GU,1,1,0,
Hruska,Roman,NE,93,4660,0,0,0,53,0,0,10,0,0,0,0,2809,1.1957327,0,0,0.56,0,0,0,,1,0,0,0,,100,,,,0,1,
,,,93,13015,0,0,0,63,0,0,2,1,0.211,0,0,3969,0.29563299,0,0,0.296,0,,,,0,,0,,,4,"Frenzel, Bill",MN,3,1,0,
,,,93,7995,0,0,0,62,0,0,8,0,0,0,0,3844,0.36920598,0,0,0.25999999,0,,,,1,,0,,,64,"Robison, Howard",NY,27,1,0,
,,,93,13029,0,0,0,63,0,0,2,1,0.2,0,0,3969,0.23361208,0,0,0.068999998,0,,,,0,,0,,,4,"McKinney, Stewart",CT,4,1,0,
Goldwater,Barry,AZ,93,3658,0,0,0,57,0,0,3,0,0,0,0,3249,0.38618866,0,0,0.69199997,0,0,0,,1,1,0,0,,9,,,,0,1,
,,,93,10639,0,0,0,73,0,0,6,0,0,0,0,5329,0.84402913,0,0,0.29100001,0,,,,1,,0,,,36,"Wyman, Louis",NH,1,1,0,
,,,93,12016,0,0,0,69,0,0,3,1,0.17900001,0,0,4761,0.23051104,0,0,0.2,0,,,,0,,0,,,9,"Hansen, Orval",ID,2,1,0,
,,,93,,0,0,0,93,0,0,14,0,0,0,1,8649,0.001033682,0,0,,0,,,,0,,0,,,196,"Albert, Carl",OK,3,1,0,
,,,93,14040,0,0,0,57,0,0,1,1,0.52600002,0,0,3249,0.09109316,0,0,0.42899999,0,,,,0,,1,,,1,"Moorhead, Carlos",CA,20,1,0,
,,,93,10712,0,0,0,68,0,0,5,1,0.40700001,0,0,4624,0.17675959,0,0,0.37,0,,,,1,,0,,,25,"Conable, Barber",NY,35,1,0,
,,,93,7343,1,0,0,62,1,1,13,1,0.078000002,0,0,3844,6.0949569,1,0,0.26199999,0,,,,0,,0,,,169,"Perkins, Carl",KY,7,1,0,
,,,93,10605,1,0,0,55,0,0,6,0,0,0,0,3025,2.063452,0,0,0.35800001,0,,,,1,,0,,,36,"Matsunaga, Spark",HI,1,1,0,
,,,93,4891,1,0,0,60,0,1,12,1,0.249,0,0,3600,0.17943458,1,0,0.22,0,,,,0,,0,,,144,"Jarman, John",OK,5,1,0,
,,,93,13050,0,0,0,73,0,0,2,0,0,0,0,5329,0.3070035,0,0,0.086999997,0,,,,0,,0,,,4,"Heinz, John",PA,18,1,0,
,,,93,14003,0,0,0,62,0,0,1,1,0.22400001,0,0,3844,0.051684089,0,0,0.34,0,,,,0,,1,,,1,"Bafalis, L.",FL,10,1,0,
Gurney,Edward,FL,93,10593,0,0,0,56,0,0,3,0,0,0,0,3136,0.30216143,0,0,0.44099998,0,0,0,,0,1,0,0,,9,,,,0,1,
,,,93,10249,0,0,0,68,0,0,11,0,0,0,0,4624,0.56170386,0,0,0.27199998,0,,,,0,,0,,,121,"Wilson, Robert",CA,40,1,0,
,,,93,11054,0,0,0,76,0,0,4,1,0.35499999,0,0,5776,0.45546579,0,0,0.14799999,0,,,,0,,0,,,16,"Whalen, Charles",OH,3,1,0,
Talmadge,Herman,GA,93,9174,1,0,0,78,1,1,9,0,0,0,0,6084,1.3669801,1,0,0.032999996,0,0,0,,1,1,0,0,,81,,,,0,1,
,,,93,12001,1,0,0,75,0,0,3,1,0.52600002,0,0,5625,0.44655052,0,0,0.24600001,0,,,,0,,0,,,9,"Anderson, Glenn",CA,35,1,0,
Nelson,Gaylord,WI,93,10816,1,0,0,62,0,1,6,1,0.249,0,0,3844,2.2592838,0,0,0.41600001,0,0,0,,1,1,0,0,,36,,,,0,1,
,,,93,13004,1,0,1,87,0,0,2,0,0,0,0,7569,0.21293844,0,0,0.57200003,0,,,,0,,0,,,4,"Badillo, Herman",NY,21,1,0,
Saxbe,William,OH,93,12108,0,0,0,52,0,0,3,1,0.35499999,0,0,2704,0.045738276,0,0,0.373,0,0,0,,1,1,0,0,,9,,,,0,1,
,,,93,14053,1,0,0,53,0,0,1,0,0,0,0,2809,0.65335321,0,0,0.54100001,0,,,,0,,1,,,1,"Stark, Fortney",CA,8,1,0,
